id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
120thlxd,False,1390333432102.0,1390334607991.0,130,draw,draw,180+8,nicolehogey,1272,bravegamer123,1186,h4 Nf6 g3 Nc6 b3 Na5 a4 Nh5 Rh3 b6 Raa3 g6 Nf3 Bg7 Nc3 Bb7 Bb2 Nc6 Bg2 a5 Ne4 Nb4 Nd4 Nd5 Nc3 Nb4 Nf3 Nf6 Nb5 h5 Ng5 Ng4 Nxf7 O-O Nh8 Kxh8 Nxc7 Qxc7 Bc3 b5 Bf3 Qb6 d3 Bf6 e3 Nxd3+ Qxd3 Nxe3 Bd2 Nf5 Qe2 Nd4 Qd1 Nxf3+ Kf1 Bg5 Qxf3 Bxf3 Rh1 Bxh1 g4 Bxd2 Ke2 Qd6 Ra1 Be4 Rd1 Qd3+ cxd3 Rf3 dxe4 Re3+ fxe3 Bc3 Rd2 Bxd2 Kxd2 Rc8 g5 d5 exd5 e5 d6 Rd8 Ke1 Rxd6 b4 Rd3 Ke2 Rc3 axb5 Rc8 bxa5 Rb8 a6 Ra8 b6 Rxa6 b7 Rc6 b8=Q+ Kh7 Qb7+ Rc7 Qxc7+ Kh8 Qf7 e4 Qg8+ Kxg8 Kf2 Kf8 Kg2 Ke7 Kh3 Ke6 Kh2 Kd5 Kh1 Kc4 Kg1 Kc3 Kf2 Kd3 Kg2 Kxe3 Kh3 Kd3 Kg3 e3,A00,Kadas Opening,1
wX3EQAPu,True,1495010000000.0,1495010000000.0,2,resign,black,150+180,sveenemand,1055,poshgirl,1280,e3 e5,A00,Van't Kruijs Opening,1
qKYTCDyL,True,1489800000000.0,1489800000000.0,42,resign,black,10+0,littlekitty83,973,gyovanne_br,1173,e3 d6 Nc3 e5 d4 g6 Bd3 Nd7 Nf3 Bg7 O-O Ne7 b3 b6 g4 Bb7 d5 Nxd5 Nxd5 Bxd5 e4 Bb7 Ba3 Nc5 Bb5+ c6 Bc4 Nxe4 Nxe5 Bxe5 Bxf7+ Kxf7 Qf3+ Qf6 Qxe4 Bxa1 Qc4+ d5 Qd4 Bxd4 c3 Bxc3,A00,Van't Kruijs Opening,1
cmLhlsBK,True,1503840000000.0,1503840000000.0,69,mate,white,10+0,mouthpocketdevourer,2340,behrooz36tehran,1857,Nf3 d5 d4 Bg4 Bf4 e6 Nbd2 Bd6 Bg3 Bxg3 hxg3 Nc6 c3 Qd6 a4 Nf6 a5 Ne4 a6 b6 Qa4 O-O-O e3 Nxd2 Nxd2 e5 Bb5 Bd7 Nf3 f6 Rd1 exd4 cxd4 g5 Rc1 Nb8 O-O h5 Rc3 Bxb5 Qxb5 Rh7 Rfc1 Rdd7 Qd3 h4 gxh4 gxh4 Qf5 Kd8 Ne1 h3 g3 Rdg7 Kh2 Rh6 Nd3 Rhg6 Nf4 Rg5 Ne6+ Ke7 Rxc7+ Nd7 Nxg5 Rxg5 Qh7+ Kd8 Rc8#,D02,Queen's Pawn Game: Anti-Torre,4
T9sEB8Mb,False,1503396298609.0,1503397290430.0,60,resign,black,10+0,francesco_super,1547,fjachess,1561,d4 Nf6 c4 g6 Nf3 d5 e3 Bg7 Nc3 O-O Bd3 dxc4 Bxc4 c5 dxc5 Qa5 O-O Rd8 Qa4 Qxa4 Nxa4 Bd7 Nc3 Nc6 a3 Rac8 h3 Na5 Bb5 Rxc5 Bxd7 Rxd7 Bd2 Nc4 Bc1 Rc8 b3 Nxe3 Bxe3 Rxc3 Bxa7 Rxb3 Rfb1 Rxb1+ Rxb1 b5 Be3 Rb7 a4 b4 Bd2 Nd5 Ne1 Bc3 Bxc3 Nxc3 Ra1 b3 Nd3 b2,D94,Gruenfeld Defense: Three Knights Variation |  Paris Variation,11
BtiNa3v8,False,1480730000000.0,1480730000000.0,33,mate,white,10+0,marvaey,1430,thepawnsofwrath,1492,e4 c5 Bc4 Nf6 d3 Nc6 Nc3 b6 Bxf7+ Kxf7 Qf3 Nd4 Qf4 Nxc2+ Kd2 Nxa1 Kd1 Kg8 e5 Nh5 Qc4+ e6 h4 Qc7 Qg4 d6 Qxh5 dxe5 Nf3 Qd6 Nxe5 c4 Qf7#,B20,Sicilian Defense: Bowdler Attack,3
683F7kL5,False,1469048802880.0,1469049579189.0,33,resign,white,15+15,reubpear,1539,hansdampf,1844,d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 Qa4+ Nc6 e3 Bxc3+ bxc3 Bd7 Qc2 Ne4 Ba3 Ne7 Rb1 b6 Bd3 f5 cxd5 exd5 c4 c6 Ne5 Ng6 Nxd7 Qxd7 cxd5 cxd5 Bb5,D38,Queen's Gambit Declined: Ragozin Defense |  Alekhine Variation,9
AbDhfpnX,True,1504190000000.0,1504190000000.0,98,resign,black,10+0,tfeng,1633,thesmallbang,1581,e4 e5 Nf3 d6 Bc4 Be6 Bxe6 fxe6 Nc3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 e5 Qd1 Nf6 Bg5 h6 Bxf6 Qxf6 Nd5 Qd8 c4 c6 Nc3 Qd7 Qd2 O-O-O O-O-O Kb8 c5 g5 b4 g4 b5 b6 bxc6 Qxc6 cxb6 axb6 Kb1 h5 Qc2 b5 Nd5 Qxc2+ Kxc2 Rc8+ Kb3 Rc4 Rhe1 h4 Rc1 Rxc1 Rxc1 g3 fxg3 Bh6 Rc2 hxg3 hxg3 Rg8 Rc3 Bd2 Rd3 Ba5 Ne7 Rg4 Nc6+ Kb7 Nxa5+ Kb6 Rxd6+ Kxa5 Rd3 Rxe4 Kc2 Re2+ Rd2 Re3 Rd3 Re2+ Rd2 Re3 g4 Rg3 Rd5 e4 Re5 e3 Kd3 Rxg2 Rxe3 Rxa2 Rg3 Ra3+,C41,Philidor Defense #3,5
Ta0nkzzk,True,1504434873609.0,1504435623124.0,53,resign,white,5+8,kishomat,1839,kianoush-esl,1805,e4 e5 f4 d5 exd5 Qxd5 d3 Bd6 fxe5 Bxe5 Nf3 Bg4 Be2 Nc6 O-O O-O-O Nc3 Qe6 Nxe5 Nxe5 d4 Bxe2 Qxe2 Ng4 Qf3 N8h6 Bf4 f5 Rae1 Qb6 Nd5 Qxd4+ Ne3 Rhe8 Rd1 Qxb2 Rxd8+ Rxd8 Bxh6 gxh6 Nxf5 h5 h3 Ne5 Qxh5 Kb8 Qxh7 Qxc2 Qe7 Rg8 Ng7 Nc6 Rf8+,C31,King's Gambit |  Falkbeer Countergambit Accepted,5
LBl5IN1C,True,1502794988620.0,1502795931956.0,93,mate,white,10+0,thedustonthewheel,1129,chesswith666,1052,d4 Nf6 d5 g6 c4 Bg7 e3 d6 Nf3 Bg4 Be2 Bxf3 Bxf3 O-O O-O Na6 Nd2 c6 dxc6 bxc6 Bxc6 Rb8 Nf3 Nb4 Bd5 Nfxd5 cxd5 a5 e4 e6 Bg5 Qc7 Bd2 Bxb2 Rb1 Bc3 a3 Na2 Rxb8 Rxb8 Qc2 Rb2 Qa4 Bxd2 Qe8+ Kg7 Ng5 h6 Nxe6+ Kh7 Nf8+ Kg7 Ne6+ fxe6 Qxe6 Rc2 g3 h5 Kg2 Rc1 Qe8 Rxf1 Kxf1 Kh6 f4 g5 Qh8+ Kg6 f5+ Kf7 Qh7+ Kf6 Qxc7 Ke5 Qe7+ Kd4 Qxd6 Kxe4 f6 Nc3 f7 Kf3 f8=Q+ Ke3 Qe5+ Kd3 Qf3+ Kc2 Qexc3+ Kb1 Qxd2 Ka1 Qfd1#,E60,Indian Game: Anti-Gruenfeld |  Advance Variation,5
AmeN5kNw,True,1434820000000.0,1434820000000.0,59,resign,white,8+8,traced,2298,brnensky,2146,e4 c6 d4 d5 Nd2 dxe4 Nxe4 Bf5 Ng3 Bg6 Nf3 Nd7 Bd3 Bxd3 Qxd3 Ngf6 O-O e6 Re1 Be7 c4 O-O Bf4 Re8 Rad1 Nf8 a3 Ng6 Bg5 Qc7 Bxf6 Bxf6 Ne4 Be7 g3 Rad8 Qb3 Rd7 h4 Red8 h5 Nf8 Rd2 h6 Qe3 b5 cxb5 cxb5 Ne5 Rd5 Nc3 Nh7 Nxd5 Rxd5 Nxf7 Rxh5 Qxe6 Bf8 Nxh6+,B18,Caro-Kann Defense: Classical Variation,8
01Y74mrM,True,1413282694503.0,1413282979879.0,57,resign,white,7+2,fsv,1710,anonyaus123456789,1777,e4 c5 c4 Nc6 Nc3 Nf6 d3 d6 f4 g6 Be2 Bg7 Nf3 Bg4 O-O O-O h3 Bxf3 Bxf3 Nd4 Be3 Nxf3+ Rxf3 Qb6 Qc2 Nd7 Rb1 e5 f5 Nb8 Nd5 Qd8 a4 Nc6 b3 Nd4 Bxd4 cxd4 f6 Bh8 g4 h6 h4 Re8 g5 hxg5 hxg5 Qd7 Qh2 Qg4+ Qg2 Qe6 Kf2 Rac8 Rh1 a6 Rfh3,B20,Sicilian Defense: Staunton-Cochrane Variation,3
QNc6GrSl,True,1490740000000.0,1490740000000.0,21,resign,white,10+0,aldo002,1200,glzrchess,1257,d3 e6 e4 d5 Nc3 dxe4 Nxe4 Nc6 Bg5 f5 Bxd8 fxe4 Bh4 exd3 Qxd3 Bb4+ c3 Bc5 Qc4 Bd7 Qxc5,C00,French Defense: King's Indian Attack,3
5FdPV1wN,True,1501586238272.0,1501587131966.0,16,outoftime,black,15+0,alikozzz,1622,sarthakmanna,1765,e4 e5 f4 d6 fxe5 dxe5 Nf3 Nc6 Bc4 Bc5 Rf1 Nf6 Bxf7+ Kxf7 Ng5+ Kg6,C30,King's Gambit,3
PrKd49NV,True,1474830000000.0,1474830000000.0,48,mate,black,30+0,edenshaul,1408,kioto,1577,e4 e5 Nf3 Nc6 Bc4 h6 Nxe5 Nxe5 d4 Nxc4 Be3 Nxe3 f4 Nxd1 Nc3 Nxc3 Rb1 Nxb1 c3 d5 e5 f5 Ke2 Nxc3+ Ke1 Ne4 e6 Qh4+ g3 Nxg3 b4 Nxh1+ Kd1 Qxf4 e7 Bxe7 a4 Qxd4+ Kc2 Bxb4 h4 Qc3+ Kb1 f4 a5 Bf5+ Ka2 Qa3#,C55,Italian Game: Anti-Fried Liver Defense,6
0gTDO6Av,False,1504198922993.0,1504199561580.0,124,mate,black,8+0,taranga,1283,whfo,1267,e4 c5 Nf3 Nc6 Bb5 d6 d4 a6 Bxc6+ bxc6 dxc5 d5 exd5 cxd5 Nc3 Bg4 Qxd5 Qxd5 Nxd5 Bxf3 gxf3 Ra7 c6 e6 c7 Ne7 Nxe7 Rxc7 Bf4 Rxe7 Bd6 Rd7 Bxf8 Kxf8 Rg1 g6 Rg4 f5 Rc4 Kg7 Rd1 Rb7 Rc6 Rxb2 Rxe6 a5 Rd7+ Kh6 Rde7 Rxc2 Re8 Rc1+ Kd2 Rxe8 Rxe8 Ra1 Ke3 Rxa2 Rd8 a4 Rd2 Ra3+ Rd3 Rxd3+ Kxd3 a3 Kc3 a2 Kb2 Kg5 Kxa2 f4 Kb1 Kh4 Kc2 Kh3 Kd3 Kxh2 Ke4 Kg2 Kxf4 Kxf2 Kg4 Kg2 f4 Kf2 Kg5 Kf3 Kh6 Kxf4 Kxh7 g5 Kh6 g4 Kh5 g3 Kh4 Kf3 Kh3 Kf2 Kh4 g2 Kh3 g1=Q Kh4 Kf3 Kh5 Kf4 Kh6 Kf5 Kh7 Qg6+ Kh8 Qe8+ Kg7 Qg6+ Kh8 Qd6 Kg8 Kf6 Kh8 Qg3 Kh7 Qg7#,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
w1SjAnpb,True,1415721836025.0,1415722102937.0,25,resign,black,30+5,trx,1151,marcosvinicius,1578,d4 Nf6 Nc3 d5 e4 dxe4 f3 exf3 Qxf3 Nc6 Be3 Bg4 Qg3 e6 h3 Bd6 Qf2 Bh5 g4 Bg6 O-O-O Bb4 Qd2 Ne4 Qd3,D00,Blackmar-Diemer Gambit: Ryder Gambit,9
ycmSydUA,True,1462890000000.0,1462890000000.0,11,resign,white,20+3,nuffsaidm8,1681,mmmaks61-dikiyvest,1571,d4 Nf6 c4 d5 cxd5 Qxd5 Nc3 Ne4 Nxd5 Be6 Nxc7+,D06,Queen's Gambit Refused: Marshall Defense,4
fqAbUtr1,True,1489638723085.0,1489639460666.0,43,resign,white,10+5,eder98765,1407,jaldd,1620,e4 d5 exd5 Nf6 c4 e5 Nc3 Bb4 Qa4+ Bd7 Qxb4 e4 Qxb7 c6 Qxa8 cxd5 Nxd5 Qa5 Nxf6+ gxf6 Qxe4+ Kf8 Bd3 Kg7 Nf3 Re8 Qxe8 Bxe8 O-O Bc6 Bc2 Qb4 d3 Nd7 Nd4 Ba8 Nf5+ Kg6 Nh4+ Kg7 b3 Qe7 Nf5+,B01,Scandinavian Defense: Modern Variation #2,4
pynmW1Ny,True,1503612429991.0,1503612844290.0,77,resign,black,10+0,bear789,1369,jperdig,1508,Nf3 g6 d4 Bg7 g3 b6 Bg2 Bb7 O-O Nc6 e3 Qc8 a4 a5 Nc3 Ba6 Nd5 Bxf1 Qxf1 e6 Nf4 Nf6 Qb5 Qa6 Qxa6 Rxa6 Ne5 Nxe5 dxe5 Nd5 Nxd5 exd5 Bxd5 Bxe5 f4 Bd6 b3 O-O Bb2 Re8 Re1 Bb4 Re2 c6 Bc4 Raa8 e4 Re7 Bf6 Ree8 e5 Be7 Bxe7 Rxe7 h4 Rae8 Kh2 d6 Kh3 dxe5 Kg4 exf4 Rxe7 Rxe7 Kxf4 Kg7 Kg5 Re5+ Kf4 f6 g4 h6 g5 hxg5+ hxg5 Rxg5 Bd3,A04,Zukertort Opening: Kingside Fianchetto,2
dmrGSE5L,False,1502950000000.0,1502950000000.0,90,resign,black,15+0,austevoo,1133,flamemaster51,1461,e4 c5 Bc4 e6 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nf3 Nxe4 Bd3 Nf6 O-O d5 Bb5 Qb6 Nc3 Be7 Ne5 O-O Nxc6 bxc6 Ba4 c5 b3 Bb7 Be3 d4 Bxd4 cxd4 Ne2 Ba6 Re1 Bxe2 Qxe2 Bb4 Rf1 Bc3 Rab1 Rad8 Rbd1 Rd6 Qf3 Rfd8 h3 h6 Rd3 e5 Rdd1 Ne8 Qe2 Re6 Qf3 Nc7 Kh1 Na6 Qg4 Nc5 Kg1 Nxa4 bxa4 Rg6 Qf5 Qe6 Qe4 Qxh3 g3 f5 Qg2 Qxg2+ Kxg2 f4 Kf3 fxg3 fxg3 Rf6+ Kg2 Rxf1 Rxf1 Re8 Rf5 e4 Ra5 e3 Rxa7 e2 Rxg7+ Kxg7,B20,Sicilian Defense: Bowdler Attack,3
G12xtkMQ,True,1482780000000.0,1482780000000.0,39,mate,white,10+0,piley159,1210,debo93,1112,e4 h5 Nf3 Rh6 d4 a5 Nc3 Raa6 Bxh6 gxh6 Bxa6 bxa6 Na4 Bb7 Qe2 e6 Nh4 Bb4+ c3 Qxh4 cxb4 axb4 O-O Bxe4 Nc5 Nf6 f3 d6 Nxe4 Nxe4 fxe4 Nc6 Rad1 Nxd4 Rxd4 Qd8 Qxh5 e5 Qxf7#,B00,Goldsmith Defense,2
nUNuwgUz,False,1502288501439.0,1502288511627.0,3,outoftime,white,5+5,apfelschalen,1658,c_player,1240,e4 e5 Nf3,C40,King's Knight Opening,3
WoZqU6Ur,True,1504114319538.0,1504114660288.0,67,resign,black,10+0,bodc,1702,erdugliano71,1946,d4 d5 Bf4 Nf6 e3 Bf5 Nc3 Nc6 a3 e6 Be2 Bd6 Bg5 h6 Bh4 g5 g3 gxh4 gxh4 Ne4 Nxe4 Bxe4 f3 Qxh4+ Kd2 Bg6 f4 Be4 Nf3 Bxf3 Bxf3 O-O-O Qe2 Nxd4 exd4 Bxf4+ Kd3 Rhe8 Rag1 c5 dxc5 Bg5 Rg4 Qh3 Kc3 e5 Rg3 Qe6 Bg4 f5 Bh3 d4+ Kd3 Qa6+ c4 dxc3+ Kxc3 Qxe2 Bxf5+ Kc7 Kb3 Rd4 Rc3 Bd2 Rhc1 Bxc3 Rxc3,D00,Queen's Pawn Game: Mason Attack,3
85vCBUEm,True,1492050000000.0,1492050000000.0,60,mate,black,10+0,joebertsche,1130,dragonstar1738,1383,e4 e5 f4 exf4 Nf3 d6 h4 Nf6 Ng5 Be7 Bc4 O-O c3 h6 Nf3 Nxe4 d3 Ng3 Rg1 Re8 Nd4 d5 Qf3 dxc4 dxc4 b6 Bxf4 Bd6+ Be3 Ne4 Nd2 Nxd2 Kxd2 Qxh4 Qxa8 Ba6 Qxa7 Bxc4 Nf5 Qh5 Nxd6 cxd6 b3 Qd5+ Bd4 Bb5 c4 Qxd4+ Kc1 Qxg1+ Kb2 Qxg2+ Ka3 Bc6 Qxb6 Nd7 Qg1 Ra8+ Kb4 Qd2#,C34,King's Gambit Accepted |  Fischer Defense,6
Svkerj5v,True,1503257446528.0,1503263833729.0,109,draw,draw,30+30,god666,2214,moistvonlipwig,2286,f4 d5 Nf3 Nf6 e3 g6 Be2 Bg7 O-O O-O b3 Ne4 Ne5 f6 Nd3 e5 Bb2 Nc6 Bf3 Bf5 g4 Bc8 c4 dxc4 Bxe4 cxd3 f5 g5 Qc1 Kh8 Qc4 Na5 Qc3 c5 Ba3 Bd7 Qxd3 Rc8 Nc3 b6 Rfd1 Bc6 Qa6 Bxe4 Nxe4 Qd5 Nf2 Qb7 Qxb7 Nxb7 d4 exd4 exd4 Rfe8 dxc5 Nxc5 Bxc5 Rxc5 Rd7 a5 Rb7 Bf8 Rd1 Rc2 Rdd7 Re1+ Kg2 Ree2 Rd8 Rxf2+ Kg3 Kg8 Rbb8 Rg2+ Kf3 Rgf2+ Kg3 Rfd2 Rxf8+ Kg7 Rg8+ Kf7 Rgf8+ Kg7 Rg8+ Kh6 Kf3 Rd6 Rb7 Rc3+ Ke2 Rc2+ Ke1 Rc1+ Ke2 Rcd1 Rgg7 R6d2+ Ke3 Rd3+ Ke2 R1d2+ Ke1 Rd1+ Ke2 R1d2+ Ke1 Rd1+ Ke2,A03,Bird Opening: Dutch Variation,2
hSiFSpAD,True,1494275368295.0,1494275792310.0,40,resign,black,10+0,ahmet_kose,1532,youredeadmeat,1514,e4 c6 Bc4 d5 exd5 cxd5 Bb5+ Nc6 b3 a6 Bd3 Nf6 c3 g6 Bb2 Bg7 c4 dxc4 Bxc4 O-O Nf3 Re8 h3 e5 g4 Nd7 Ng5 Qxg5 h4 Qd8 h5 Bf6 g5 Bxg5 Qf3 Qe7 Ba3 Qf6 Qf5 Qxf5,B00,Caro-Kann Defense: Hillbilly Attack,3
SJlZHgIa,True,1479360000000.0,1479360000000.0,57,mate,white,5+5,tareed,2105,jopeshdamaster,1806,d4 Nf6 c4 e6 Nc3 d5 e3 Bb4 Nf3 c5 Bd3 b6 O-O Nc6 Re1 O-O a3 Bxc3 bxc3 Ba6 Qa4 Bb7 cxd5 Nxd5 Bb2 f5 e4 fxe4 Bxe4 Qf6 c4 Nxd4 Bxd4 cxd4 cxd5 exd5 Bd3 Bc8 Qxd4 Qd6 Qh4 g6 Re7 Rf7 Rxf7 Kxf7 Ng5+ Ke8 Qxh7 Qe5 Bxg6+ Kd8 Nf7+ Kc7 Nxe5+ Kb8 Nc6#,D35,Queen's Gambit Declined: Normal Defense,6
Tj6OIJg9,True,1500000000000.0,1500000000000.0,86,outoftime,black,5+5,x0x0l,1524,jeffersondarcy1,1567,e4 c5 Bc4 d6 c3 Nf6 d3 e6 Bg5 Be7 Nf3 a6 e5 dxe5 Nxe5 Qb6 b3 Nc6 Bxf6 Bxf6 Ng4 Be7 O-O Bd7 Re1 O-O Nd2 Qc7 Nf3 Kh8 Nfe5 Nxe5 Nxe5 Bc8 Qf3 f6 Ng4 Bd6 g3 Bd7 Bxe6 Bc6 Bd5 f5 Ne3 f4 Ng4 fxg3 Qe4 gxh2+ Kh1 Bxd5 Qxd5 Rad8 Qg2 Rf5 Re5 Bxe5 Re1 Bd6 Ne3 Rh5 c4 h6 Qg6 Rg5 Qe4 Rg1+ Rxg1 hxg1=Q+ Kxg1 Bh2+ Kf1 Qd7 Ke2 Qf7 Ng4 Qh5 Kd2 Bc7 f3 Qg5+ Kc2 Bf4 Qxb7 Bc1,B20,Sicilian Defense: Bowdler Attack,3
sKcUaJD0,True,1503829823504.0,1503830683756.0,71,resign,white,10+0,memmedzade,1392,gkhnkrdmr,1373,e4 e5 Nf3 Nc6 Bc4 h6 d4 exd4 Nxd4 Nxd4 Qxd4 Nf6 e5 Nh5 Qd5 Qe7 e6 dxe6 Qxh5 Qb4+ Bd2 Qxc4 Nc3 a6 O-O-O Bd7 Qh3 e5 Qf3 Bc6 Qg3 f6 b3 Qc5 Kb2 Qa3+ Kb1 O-O-O Qe3 g5 Bc1 Qb4 Rxd8+ Kxd8 Kb2 Bc5 Qg3 Bd4 Bd2 Kc8 Qg4+ Bd7 Qf3 c5 Qxf6 c4 Qxh8+ Kc7 Qxh6 cxb3 axb3 Ba4 Qg7+ Kb6 Qxg5 a5 Qf6+ Kc5 Qe7+ Kb6 Qxb4+,C55,Italian Game: Anti-Fried Liver Defense,6
uIN5ibjp,True,1498667857187.0,1498667984257.0,39,mate,white,10+0,lordofking,2213,-0olo0-,1860,e4 e6 d4 c6 Nc3 d5 exd5 exd5 Bd3 Be6 Nf3 Bb4 Bd2 Nf6 Qe2 O-O O-O Nbd7 Ne5 Nxe5 dxe5 Nd7 f4 g6 f5 Bxf5 Bxf5 gxf5 Rxf5 Kh8 Raf1 Qe8 Rh5 Rg8 Rxh7+ Kxh7 Qh5+ Kg7 Qh6#,C00,French Defense: Normal Variation,3
OK0yX7Ds,True,1494337187566.0,1494337919283.0,73,mate,white,10+0,stunning_star,1776,makar_batulin,1499,d4 d5 Nf3 Bf5 Nc3 Nc6 Bd2 Nb4 e4 dxe4 a3 e3 axb4 exd2+ Qxd2 Nf6 Bd3 Bxd3 Qxd3 e5 Qb5+ c6 Qxb7 Rc8 Rxa7 Rc7 Qxc7 Qxc7 Rxc7 Bxb4 Rc8+ Ke7 Rxh8 exd4 Nxd4 Bxc3+ bxc3 c5 Nf5+ Ke6 Nxg7+ Ke7 O-O Kd7 Rd1+ Ke7 h3 c4 g4 h6 Rxh6 Ng8 Nf5+ Kf8 Rh8 f6 Rd7 Ke8 Re7+ Kf8 Rxg8+ Kxg8 h4 Kh8 h5 Kg8 h6 Kh8 f3 Kg8 h7+ Kf8 h8=Q#,D02,Queen's Pawn Game: Zukertort Variation,3
HJmmJQON,True,1503169666809.0,1503169926487.0,43,resign,white,10+0,taural,1758,saviter,1702,d4 d5 Nf3 Nc6 e3 Bg4 Be2 Bxf3 Bxf3 e5 dxe5 Nxe5 Nd2 Nf6 O-O Bb4 c3 Ba5 Be2 O-O Nf3 Nc4 Bxc4 dxc4 Qc2 Re8 Rd1 Qe7 b3 cxb3 Qxb3 b6 Bb2 Ne4 Rac1 Nc5 Qc2 Red8 Ba3 Qf6 Nd4 Ne4 Qxe4,D02,Queen's Pawn Game: Chigorin Variation,4
KjUhP1fu,True,1476514101991.0,1476514626934.0,52,resign,black,5+5,vfhcbr,1780,mukrisp,1656,e4 e5 Nf3 d6 d4 exd4 Nxd4 Be7 Bd3 Bf6 Nf3 Ne7 O-O Be6 c3 Nd7 a4 c6 b4 a6 Be3 b5 a5 Qc7 h3 O-O Qc2 Ne5 Nxe5 dxe5 Bc5 Rfd8 Nd2 Ng6 Nf3 Nf4 Rad1 Qc8 Nh2 Bxh3 g3 Bxf1 Bxf1 Rxd1 Qxd1 Nh3+ Kg2 Ng5 Qd6 Nxe4 Qxc6 Qxc6,C41,Philidor Defense: Exchange Variation #2,7
WKTzddNg,True,1504082810972.0,1504083567376.0,63,resign,black,10+0,esistderboy,1626,mrciguma,1862,b3 Nf6 Bb2 g6 e3 Bg7 Nf3 O-O Nc3 d5 h4 Bg4 Be2 c5 d4 b6 dxc5 bxc5 Ne5 Bxe2 Qxe2 Ne4 Nxe4 dxe4 h5 Qc7 hxg6 fxg6 Nxg6 hxg6 O-O-O Bxb2+ Kxb2 Qe5+ Kb1 Nc6 Rh6 Qg5 Rdh1 Kf7 Qc4+ Ke8 Qxe4 Rc8 Rxg6 Qf5 Qxf5 Rxf5 Rh8+ Rf8 Rhh6 Kd7 f4 Rg8 g4 Rxg6 Rxg6 Nb4 g5 Nd5 f5 Nxe3 f6,A01,Nimzo-Larsen Attack: Indian Variation,2
5sEcA5zs,True,1502843201217.0,1502843690832.0,31,resign,white,10+3,thegrim123321,1360,tcgil,1332,e4 Nc6 Nf3 f5 exf5 d5 d4 Bxf5 Bb5 Qd7 Ne5 Qe6 Bxc6+ bxc6 O-O Nf6 Re1 Qd6 g3 c5 Bf4 Ne4 Qh5+ Bg6 Qe2 Bf5 Nf7 Kxf7 Bxd6 cxd6 Qh5+,B00,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,5
66kCk4xi,True,1504463276433.0,1504464649949.0,135,resign,white,10+3,ternopil,2029,amorena,2103,e4 c5 Nf3 Nc6 Nc3 Nf6 d4 cxd4 Nxd4 g6 Nxc6 bxc6 Bc4 d6 e5 dxe5 Qxd8+ Kxd8 Bxf7 e6 Bg5 Bg7 Ne4 Ke7 Bxe6 Bxe6 Nc5 Kf7 O-O Rad8 Rfe1 h6 Rxe5 hxg5 Rxe6 Rd5 Rxc6 Rhd8 Rc7+ Kg8 Nd3 a5 Re1 Nh5 g3 R8d7 Rc8+ Kh7 b3 Nf6 Kg2 Ng4 h3 Nh6 g4 Nf7 Kg3 Nd6 Ra8 Rd4 Nc5 Rf7 Ne6 Rd2 Nxg5+ Kh6 Nxf7+ Nxf7 Rxa5 Rxc2 Ra7 Rc3+ Re3 Rxe3+ fxe3 Ng5 h4 Ne4+ Kf3 Nd2+ Kf4 g5+ hxg5+ Kg6 Ra6+ Kf7 e4 Nb1 g6+ Kf8 e5 Nc3 Kf5 Nb5 Ra8+ Ke7 Rb8 Nd4+ Ke4 Ne6 Rb7+ Kf8 Rxg7 Kxg7 Kd5 Nf4+ Kc6 Nxg6 e6 Kf6 a4 Kxe6 a5 Ne5+ Kc7 Nxg4 a6 Nf6 a7 Nd5+ Kb7 Kd7 a8=Q Ne7 Qa4+ Kd8 Qd4+ Ke8 Kc7 Kf7 Qd7 Kf6 Qxe7+ Kxe7 b4,B57,Sicilian Defense: Magnus Smith Trap,15
t9KwOnlP,True,1483950000000.0,1483950000000.0,46,resign,black,15+0,supersapien55,1455,doraemon61,2264,e4 c6 d4 d5 e5 Bf5 Ne2 g6 Ng3 Be6 Bd3 Nh6 Bxh6 Bxh6 O-O O-O f4 Qb6 Ne2 c5 c3 cxd4 cxd4 Nc6 f5 Nxd4 Nxd4 Qxd4+ Kh1 Qxb2 fxe6 Qxa1 exf7+ Rxf7 Rxf7 Kxf7 Qf3+ Kg7 Qxd5 Rc8 g3 Qb2 Bc4 Qxb1+ Kg2 Qc2+,B12,Caro-Kann Defense: Advance Variation |  Bronstein Variation,7
0UNf5rmY,False,1499224832729.0,1499226151328.0,63,resign,white,15+15,synadze,1500,ianremsen,1621,e4 c6 d4 d5 e5 Bf5 Nc3 e6 g4 Bg6 Nge2 h6 Be3 Ne7 Qd2 Bh7 O-O-O Ng6 f4 Nh4 Ng3 Be7 Bh3 f6 Rhf1 O-O f5 exf5 gxf5 fxe5 Qf2 exd4 Bxd4 Bg5+ Kb1 Nd7 Rde1 Nf6 Re6 Qd7 Na4 b6 Rfe1 Rae8 Nc3 Ne4 Ncxe4 Rxe6 fxe6 Rxf2 exd7 dxe4 Bxf2 Nf3 Rd1 Bd8 Bf5 Bxf5 Nxf5 Nxh2 Ne7+ Kf7 Nxc6,B12,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,7
